timestamp,batteryVoltage,batteryCurrent,batteryCapacity,batteryTemperatureCelsius,chargeStatus,assistanceLevel,torqueCrankNm,bikeWheelSpeedKmh,cadanceRpm,engineRpm,enginePowerWatt,wheelPowerWatt,rollTorque,loadcellN,rolHz,horizontalInclination,verticalInclination,loadPower,statusPlug
2025-05-12T11:08:35.332,32.0,20,17.129475,71.0,0,4,1.5215925,21.112091,87,1156,480.0,240.0,120.0,150.0,3899.1643,50.76186,6.4517803,37,false
2025-05-12T11:08:35.332,25.0,18,17.12016,63.0,0,4,1.4804347,24.789808,62,1008,480.0,240.0,120.0,150.0,2878.2642,50.067513,-8.049163,37,false
2025-05-12T11:08:35.332,39.0,14,17.12016,66.0,0,4,1.9894576,21.112196,82,1207,480.0,240.0,120.0,150.0,2790.584,50.50978,-2.420803,37,false
2025-05-12T11:08:36.332,14.0,20,17.112776,64.0,0,4,1.6519221,23.396631,57,1362,480.0,240.0,120.0,150.0,2071.8074,50.004257,2.9945145,37,false
2025-05-12T11:08:36.332,18.0,16,17.112776,52.0,0,4,1.2756102,23.04171,80,1419,480.0,240.0,120.0,150.0,3057.957,50.532223,-5.061675,37,false
2025-05-12T11:08:36.332,16.0,19,17.111233,61.0,0,4,1.7860541,20.007538,69,1013,480.0,240.0,120.0,150.0,2666.1643,50.19957,-7.116605,37,false
2025-05-12T11:08:37.332,18.0,20,17.111233,70.0,0,4,1.3237299,23.436666,76,1312,480.0,240.0,120.0,150.0,3557.4644,50.97049,5.297394,37,false
2025-05-12T11:08:37.332,1.0,18,17.111233,51.0,0,4,1.5205009,20.975788,98,1015,480.0,240.0,120.0,150.0,2649.671,50.508877,7.4882584,37,false
2025-05-12T11:08:37.332,17.0,16,17.108093,63.0,0,4,1.5418918,21.592682,59,1325,480.0,240.0,120.0,150.0,2156.3782,50.84271,-9.627738,37,false
2025-05-12T11:08:38.332,8.0,17,17.108093,51.0,0,4,1.2920184,22.372347,94,1328,480.0,240.0,120.0,150.0,3485.8835,50.343513,9.370079,37,false
2025-05-12T11:08:38.332,2.0,16,17.104584,57.0,0,4,1.2845123,21.526413,98,1041,480.0,240.0,120.0,150.0,2909.2861,50.876205,9.256189,37,false
2025-05-12T11:08:38.332,9.0,12,17.104584,66.0,0,4,1.6797934,20.077135,85,1255,480.0,240.0,120.0,150.0,3244.7666,50.347004,-6.2449255,37,false
2025-05-12T11:08:39.332,9.0,15,17.104584,66.0,0,4,1.9690074,23.27558,63,1013,480.0,240.0,120.0,150.0,2826.4148,50.459953,6.1218185,37,false
2025-05-12T11:08:39.332,36.0,17,17.104584,55.0,0,4,1.1994346,23.352192,65,1288,480.0,240.0,120.0,150.0,2824.0786,50.6686,5.9272537,37,false
2025-05-12T11:08:39.332,35.0,20,17.104584,51.0,0,4,1.7301716,24.20725,63,1227,480.0,240.0,120.0,150.0,2440.8772,50.99905,-1.0030088,37,false
2025-05-12T11:08:40.332,13.0,20,17.104584,61.0,0,4,1.9165916,20.352982,57,1367,480.0,240.0,120.0,150.0,3477.4316,50.42998,6.854187,37,false
2025-05-12T11:08:40.332,41.0,15,17.104584,74.0,0,4,1.0718529,24.497458,59,1252,480.0,240.0,120.0,150.0,3538.3699,50.654194,-3.2054796,37,false
2025-05-12T11:08:40.332,3.0,16,17.09633,58.0,0,4,1.8590393,21.368582,65,1490,480.0,240.0,120.0,150.0,3771.7302,50.851486,-2.5580096,37,false
2025-05-12T11:08:41.332,10.0,17,17.09633,51.0,0,4,1.3338934,24.074024,62,1231,480.0,240.0,120.0,150.0,2213.2266,50.14437,-8.2288475,37,false
2025-05-12T11:08:41.332,14.0,12,17.09633,60.0,0,4,1.5690277,22.300308,90,1250,480.0,240.0,120.0,150.0,3772.366,50.30854,-8.125192,37,false
2025-05-12T11:08:41.332,6.0,12,17.093332,75.0,0,4,1.0089543,20.138857,93,1397,480.0,240.0,120.0,150.0,3630.1177,50.63071,4.2269144,37,false
2025-05-12T11:08:42.332,7.0,13,17.08388,62.0,0,4,1.9863927,21.303215,72,1125,480.0,240.0,120.0,150.0,2621.841,50.777588,6.5968285,37,false
2025-05-12T11:08:42.332,4.0,14,17.08308,67.0,0,4,1.8064687,24.478964,58,1287,480.0,240.0,120.0,150.0,3777.5254,50.553535,0.65330315,37,false
2025-05-12T11:08:42.332,35.0,12,17.08308,62.0,0,4,1.6616995,24.094728,68,1026,480.0,240.0,120.0,150.0,2905.144,50.77206,7.8213367,37,false
2025-05-12T11:08:43.332,20.0,17,17.08308,63.0,0,4,1.139566,20.930857,75,1372,480.0,240.0,120.0,150.0,2613.3884,50.064102,-5.8868957,37,false
2025-05-12T11:08:43.332,25.0,20,17.078514,54.0,0,4,1.6654031,24.381996,92,1078,480.0,240.0,120.0,150.0,3574.9866,50.612793,-2.1723342,37,false
2025-05-12T11:08:43.332,11.0,18,17.078514,73.0,0,4,1.594788,23.90736,90,1266,480.0,240.0,120.0,150.0,2874.386,50.01994,0.7256403,37,false
2025-05-12T11:08:44.332,35.0,14,17.069225,62.0,0,4,1.227484,24.853344,81,1112,480.0,240.0,120.0,150.0,3223.5803,50.06602,-6.730629,37,false
2025-05-12T11:08:44.332,42.0,14,17.065393,50.0,0,4,1.0233748,20.266438,56,1358,480.0,240.0,120.0,150.0,3450.4492,50.222874,-0.6773815,37,false
2025-05-12T11:08:44.332,6.0,18,17.060242,75.0,0,4,1.4102381,23.147411,78,1335,480.0,240.0,120.0,150.0,3226.581,50.75907,-0.7378063,37,false
