timestamp,batteryVoltage,batteryCurrent,batteryCapacity,batteryTemperatureCelsius,chargeStatus,assistanceLevel,torqueCrankNm,bikeWheelSpeedKmh,cadanceRpm,engineRpm,enginePowerWatt,wheelPowerWatt,rollTorque,loadcellN,rolHz,horizontalInclination,verticalInclination,loadPower,statusPlug
2025-05-12T10:41:28.108,23.0,14,52.55287,69.0,0,4,1.5146158,22.88412,94,1462,480.0,240.0,120.0,150.0,2971.82,50.515038,6.48011,26,false
2025-05-12T10:41:28.108,17.0,19,52.551487,72.0,0,4,1.1363418,22.88762,67,1200,480.0,240.0,120.0,150.0,2325.3013,50.31011,9.153809,26,false
2025-05-12T10:41:28.108,24.0,19,52.551487,56.0,0,4,1.5583364,21.74478,70,1249,480.0,240.0,120.0,150.0,2656.4014,50.985294,-8.333572,26,false
2025-05-12T10:41:29.108,26.0,16,52.551487,57.0,0,4,1.4769539,23.323046,82,1431,480.0,240.0,120.0,150.0,3976.4375,50.06665,-2.5765553,26,false
2025-05-12T10:41:29.108,42.0,16,52.548157,54.0,0,4,1.291368,20.178146,80,1112,480.0,240.0,120.0,150.0,2848.682,50.44491,-3.8822103,26,false
2025-05-12T10:41:29.108,27.0,18,52.54012,69.0,0,4,1.0259651,20.764957,80,1162,480.0,240.0,120.0,150.0,2550.3787,50.24837,5.962267,26,false
2025-05-12T10:41:30.108,40.0,20,52.54012,51.0,0,4,1.0160617,24.791224,96,1298,480.0,240.0,120.0,150.0,2267.6108,50.48081,-9.8654175,26,false
2025-05-12T10:41:30.108,17.0,20,52.54012,73.0,0,4,1.2239488,22.348396,83,1271,480.0,240.0,120.0,150.0,2354.8857,50.486416,3.5819378,26,false
2025-05-12T10:41:30.108,5.0,17,52.535854,60.0,0,4,1.6090503,20.35144,71,1251,480.0,240.0,120.0,150.0,2392.5027,50.333344,1.3580475,26,false
2025-05-12T10:41:31.108,17.0,14,52.528305,56.0,0,4,1.9685092,22.099005,97,1014,480.0,240.0,120.0,150.0,3166.4612,50.199657,-3.3220267,26,false
2025-05-12T10:41:31.108,9.0,12,52.528305,68.0,0,4,1.1714302,24.622833,57,1094,480.0,240.0,120.0,150.0,3309.4407,50.19808,-9.977294,26,false
2025-05-12T10:41:31.108,17.0,15,52.528305,57.0,0,4,1.5836082,20.043526,76,1474,480.0,240.0,120.0,150.0,3252.1597,50.409744,-3.9377604,26,false
2025-05-12T10:41:32.108,20.0,20,52.528305,73.0,0,4,1.5244243,22.129341,84,1241,480.0,240.0,120.0,150.0,3016.6753,50.430096,2.8303156,26,false
2025-05-12T10:41:32.108,3.0,13,52.528305,68.0,0,4,1.4588288,24.267576,86,1098,480.0,240.0,120.0,150.0,2402.2332,50.191887,-8.624019,26,false
2025-05-12T10:41:32.108,20.0,20,52.528305,60.0,0,4,1.7925669,24.839996,91,1439,480.0,240.0,120.0,150.0,3803.8608,50.474762,-2.8588572,26,false
2025-05-12T10:41:33.108,24.0,16,52.528305,55.0,0,4,1.9999845,20.87968,69,1109,480.0,240.0,120.0,150.0,3333.6233,50.292126,-3.1170282,26,false
2025-05-12T10:41:33.108,26.0,18,52.52048,62.0,0,4,1.5025731,21.279583,68,1421,480.0,240.0,120.0,150.0,2127.9148,50.07023,-7.535703,26,false
2025-05-12T10:41:33.108,8.0,15,52.52048,59.0,0,4,1.3839257,24.323872,63,1328,480.0,240.0,120.0,150.0,2338.716,50.63848,3.5462046,26,false
2025-05-12T10:41:34.108,40.0,13,52.52048,65.0,0,4,1.1917164,20.493393,82,1479,480.0,240.0,120.0,150.0,2456.5925,50.83184,0.7107153,26,false
2025-05-12T10:41:34.108,9.0,20,52.51343,71.0,0,4,1.3909917,20.280443,72,1256,480.0,240.0,120.0,150.0,3663.727,50.647167,7.3020515,26,false
2025-05-12T10:41:34.108,15.0,12,52.503727,61.0,0,4,1.6633769,23.213835,99,1082,480.0,240.0,120.0,150.0,2983.703,50.24198,0.8118782,26,false
2025-05-12T10:41:35.108,12.0,15,52.503727,51.0,0,4,1.6492912,20.701345,78,1122,480.0,240.0,120.0,150.0,2825.2427,50.21996,-0.9746256,26,false
2025-05-12T10:41:35.108,29.0,17,52.503727,61.0,0,4,1.3230186,20.515722,96,1263,480.0,240.0,120.0,150.0,3360.4387,50.87666,3.0860796,26,false
2025-05-12T10:41:35.108,24.0,17,52.503727,66.0,0,4,1.4923099,21.460907,95,1005,480.0,240.0,120.0,150.0,3328.5444,50.899544,2.4410782,26,false
2025-05-12T10:41:36.108,30.0,13,52.49438,55.0,0,4,1.3436098,24.633327,67,1356,480.0,240.0,120.0,150.0,2834.758,50.23089,4.8122034,26,false
2025-05-12T10:41:36.108,32.0,19,52.49438,68.0,0,4,1.3538591,23.187872,71,1034,480.0,240.0,120.0,150.0,2692.1162,50.63609,9.718538,26,false
2025-05-12T10:41:36.108,18.0,19,52.49438,62.0,0,4,1.20411,23.818003,92,1108,480.0,240.0,120.0,150.0,3745.5596,50.01014,-6.9880304,26,false
2025-05-12T10:41:37.108,10.0,20,52.493534,61.0,0,4,1.9008543,24.106705,78,1195,480.0,240.0,120.0,150.0,2222.1392,50.730392,-4.3421135,26,false
2025-05-12T10:41:37.108,0.0,14,52.493534,61.0,0,4,1.3217623,23.48056,73,1163,480.0,240.0,120.0,150.0,3412.1282,50.017296,-3.4002686,26,false
2025-05-12T10:41:37.108,38.0,17,52.493534,65.0,0,4,1.3467155,20.465763,93,1188,480.0,240.0,120.0,150.0,2165.0588,50.273468,4.1397104,26,false
