timestamp,batteryVoltage,batteryCurrent,batteryCapacity,batteryTemperatureCelsius,chargeStatus,assistanceLevel,torqueCrankNm,bikeWheelSpeedKmh,cadanceRpm,engineRpm,enginePowerWatt,wheelPowerWatt,rollTorque,loadcellN,rolHz,horizontalInclination,verticalInclination,loadPower,statusPlug
2025-05-12T11:21:47.866,10.0,16,22.080153,75.0,0,4,1.0843294,21.492153,66,1486,480.0,240.0,120.0,150.0,3326.9595,50.390812,5.264287,24,false
2025-05-12T11:21:47.866,22.0,18,22.080153,54.0,0,4,1.2865627,20.095093,75,1300,480.0,240.0,120.0,150.0,3530.1672,50.684536,-8.9594555,24,false
2025-05-12T11:21:47.866,25.0,19,22.080153,75.0,0,4,1.3093953,24.47673,62,1343,480.0,240.0,120.0,150.0,3900.7268,50.566853,-2.2861362,24,false
2025-05-12T11:21:48.866,26.0,15,22.073061,68.0,0,4,1.4770837,23.010828,55,1154,480.0,240.0,120.0,150.0,2618.28,50.558292,6.1419983,24,false
2025-05-12T11:21:48.866,1.0,12,22.073061,53.0,0,4,1.9601382,20.819952,80,1022,480.0,240.0,120.0,150.0,2365.428,50.09235,-2.3430085,24,false
2025-05-12T11:21:48.866,42.0,16,22.07022,75.0,0,4,1.3592238,21.641325,85,1149,480.0,240.0,120.0,150.0,3548.8296,50.825573,8.500923,24,false
2025-05-12T11:21:49.866,41.0,15,22.061726,74.0,0,4,1.8668426,23.519043,57,1318,480.0,240.0,120.0,150.0,2276.421,50.92324,6.197651,24,false
2025-05-12T11:21:49.866,23.0,16,22.061726,53.0,0,4,1.5925555,22.53069,56,1061,480.0,240.0,120.0,150.0,2562.0623,50.701836,-9.567793,24,false
2025-05-12T11:21:49.866,21.0,19,22.052973,67.0,0,4,1.3128495,24.350475,74,1390,480.0,240.0,120.0,150.0,2438.2068,50.871716,3.2680788,24,false
2025-05-12T11:21:50.866,0.0,12,22.052973,58.0,0,4,1.6669452,22.511576,81,1015,480.0,240.0,120.0,150.0,2144.8262,50.83934,-2.8603354,24,false
2025-05-12T11:21:50.866,40.0,16,22.049019,59.0,0,4,1.4587075,22.724964,63,1367,480.0,240.0,120.0,150.0,3655.044,50.694023,2.0956469,24,false
2025-05-12T11:21:50.866,1.0,15,22.039501,50.0,0,4,1.7074251,22.2177,57,1355,480.0,240.0,120.0,150.0,3629.8855,50.48861,-2.6637292,24,false
2025-05-12T11:21:51.866,23.0,19,22.039501,55.0,0,4,1.4852673,20.373535,68,1430,480.0,240.0,120.0,150.0,3625.4194,50.98719,-7.149974,24,false
2025-05-12T11:21:51.866,18.0,18,22.029615,65.0,0,4,1.7354906,21.797972,94,1404,480.0,240.0,120.0,150.0,2526.4485,50.011395,-6.7067947,24,false
2025-05-12T11:21:51.866,28.0,20,22.022581,56.0,0,4,1.4798219,23.602362,67,1050,480.0,240.0,120.0,150.0,3437.1975,50.51986,-7.43376,24,false
2025-05-12T11:21:52.866,3.0,18,22.014582,64.0,0,4,1.9615242,20.442669,94,1485,480.0,240.0,120.0,150.0,2529.7712,50.710514,-7.177869,24,false
2025-05-12T11:21:52.866,22.0,12,22.014582,66.0,0,4,1.9386258,22.347046,61,1079,480.0,240.0,120.0,150.0,2180.6274,50.074276,6.717741,24,false
2025-05-12T11:21:52.866,8.0,20,22.012394,74.0,0,4,1.8076259,21.52242,70,1454,480.0,240.0,120.0,150.0,2616.4985,50.722492,-0.64923096,24,false
2025-05-12T11:21:53.866,37.0,13,22.012394,65.0,0,4,1.3751535,24.293495,65,1314,480.0,240.0,120.0,150.0,2189.884,50.83694,-8.604813,24,false
2025-05-12T11:21:53.866,37.0,20,22.012394,59.0,0,4,1.1364024,22.036455,86,1015,480.0,240.0,120.0,150.0,2407.2793,50.593117,-4.7454,24,false
2025-05-12T11:21:53.866,21.0,17,22.012394,68.0,0,4,1.6256979,20.786686,88,1223,480.0,240.0,120.0,150.0,2531.1729,50.47761,-3.3132305,24,false
2025-05-12T11:21:54.866,17.0,17,22.011473,72.0,0,4,1.9454553,23.265184,95,1127,480.0,240.0,120.0,150.0,3885.3616,50.69765,6.3466225,24,false
2025-05-12T11:21:54.866,15.0,15,22.011473,64.0,0,4,1.3728848,22.177753,78,1165,480.0,240.0,120.0,150.0,3212.4487,50.00116,-7.622311,24,false
2025-05-12T11:21:54.866,0.0,14,22.004374,64.0,0,4,1.2239304,21.326328,70,1383,480.0,240.0,120.0,150.0,3257.8801,50.81065,-9.3375,24,false
2025-05-12T11:21:55.866,12.0,12,21.995874,50.0,0,4,1.4452653,24.47363,56,1204,480.0,240.0,120.0,150.0,3103.79,50.695595,9.088137,24,false
2025-05-12T11:21:55.866,4.0,14,21.995874,50.0,0,4,1.1445837,23.890423,96,1270,480.0,240.0,120.0,150.0,3296.2207,50.373135,7.10528,24,false
2025-05-12T11:21:55.866,40.0,20,21.995874,71.0,0,4,1.107814,23.840391,76,1131,480.0,240.0,120.0,150.0,2989.9055,50.531223,-5.3025904,24,false
2025-05-12T11:21:56.866,27.0,14,21.99151,72.0,0,4,1.117392,24.77731,97,1010,480.0,240.0,120.0,150.0,3695.8496,50.54299,-8.529626,24,false
2025-05-12T11:21:56.866,36.0,16,21.982044,69.0,0,4,1.2880725,20.409367,70,1287,480.0,240.0,120.0,150.0,2797.4487,50.16592,8.943871,24,false
2025-05-12T11:21:56.866,42.0,14,21.982044,55.0,0,4,1.799651,23.44638,90,1240,480.0,240.0,120.0,150.0,2999.6653,50.115406,-1.2105513,24,false
